WorkerID,Type,Agent,Grammar,Stimulus,StimulusNum,Harm,Other Harm,Harmer,Other Harmer,Blame,responsible,other,police stop,conservative,police trust,police honest,police listen,police rights,political party,age,race,gender
29,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,,I was unsure that they mentioned the gender of the person who shot the police officer.'},4,4,'without more info,,,,,,,,,,
29,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,4,4,'without more information,,,,,,,,,,
29,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,'without more information,,,,,,,,,,
29,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,'with the headline limiting the scope of information on the event,,,,,,,,,,
29,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,1,'With the limited information given in the headline,,,,,,,,,,
29,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,4,4,,,,,,,,,,,
29,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
29,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Police chief,,Police chief,,0,0,'(I meant to mark that the fisherman was the victim). With the limited information the headline gives me,,,,,,,,,,
29,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,4,4,,,,,,,,,,,
29,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
29,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Teacher,,Cop,,0,0,,,,,,,,,,,
29,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,0,,,,,,,,,,,
29,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
29,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,1,1,Due to the mention of 'controversial',,,,,,,,,,
29,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,0,0,,,,,,,,,,,
29,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,4,4,,2,2,Yes,Yes,Yes,Yes,Independent,45-54,White,Woman
79,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,3,3,'Depends on what the nurse might have done or said,,,,,,,,,,
79,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,1,1,'Did the student come at the guard,,,,,,,,,,
79,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,4,,,,,,,,,,,
79,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,3,3,'Could the officer have been using excessive and uncalled-for force?'},,,,,,,,,,
79,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,0,,,,,,,,,,,
79,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,0,0,Even if the doctor was wrong,,,,,,,,,,
79,Target,police chief,Non-Agentive,Fisherman killed in New Years Day shooting incident with police chief,12,Fisherman,,Police chief,,3,3,,,,,,,,,,,
79,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
79,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,1,1,'Was she angry enough to come at him with a weapon? But he did TOO much.'},,,,,,,,,,
79,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,2,2,,,,,,,,,,,
79,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,1,1,,,,,,,,,,,
79,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,,Was the father the one who crashed into the son,2,2,,,,,,,,,,,
79,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,2,2,,,,,,,,,,,
79,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,4,4,,,,,,,,,,,
79,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,,,,,,,,,,
79,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,1,2,,4,2,Yes,Yes,Yes,Yes,Democratic,65+,Black,Woman
184,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Driver,,3,3,,,,,,,,,,,
184,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,2,2,,,,,,,,,,,
184,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,,,,,,,,,,,
184,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Cop,,Teacher,,2,2,,,,,,,,,,,
184,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,2,2,,,,,,,,,,,
184,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,1,1,,,,,,,,,,,
184,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,3,4,,,,,,,,,,,
184,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,3,4,,,,,,,,,,,
184,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Patient,,Doctor,,3,4,,,,,,,,,,,
184,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,4,4,,,,,,,,,,,
184,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,0,1,,,,,,,,,,,
184,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
184,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,,It did not say who did the shooting just that it was after a confrontation with teen Did not say teen had a gun.'},2,2,,,,,,,,,,,
184,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,2,1,,,,,,,,,,,
184,Target,cops,Agentive,Cops shoot protesters during Friday confrontation; dash cam footage to be released early next week,28,Protesters,,Cops,,0,1,,,,,,,,,,,
184,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,2,2,No,No,No,No,Independent,55-64,Black,Woman
50,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Officers,,Protesters,,3,3,,,,,,,,,,,
50,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,4,4,,,,,,,,,,,
50,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,3,,,,,,,,,,,
50,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,2,2,,,,,,,,,,,
50,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,2,2,,,,,,,,,,,
50,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
50,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,3,3,,,,,,,,,,,
50,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,,It didn't mention anyone getting injured.,Waiter,,4,4,,,,,,,,,,,
50,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,1,1,,,,,,,,,,,
50,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,4,4,,,,,,,,,,,
50,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
50,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
50,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,3,3,,,,,,,,,,,
50,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,3,3,,,,,,,,,,,
50,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,1,1,,,,,,,,,,,
50,Target,club bouncer,Non-Agentive,State trooper killed during shootout with club bouncer outside popular bar,47,State trooper,,Club bouncer,,3,3,,1,4,Yes,Yes,Yes,Yes,Republican,35-44,White,Woman
96,Target,club bouncer,Non-Agentive,State trooper killed during shootout with club bouncer outside popular bar,47,State trooper,,Club bouncer,,2,2,,,,,,,,,,,
96,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
96,Target,cops,Agentive,Cops shoot protesters during Friday confrontation; dash cam footage to be released early next week,28,Protesters,,Cops,,2,2,,,,,,,,,,,
96,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,2,2,,,,,,,,,,,
96,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,2,2,,,,,,,,,,,
96,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,1,1,,,,,,,,,,,
96,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
96,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
96,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,2,2,,,,,,,,,,,
96,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,2,2,,,,,,,,,,,
96,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,2,2,,,,,,,,,,,
96,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,2,2,,,,,,,,,,,
96,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
96,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,2,2,,,,,,,,,,,
96,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,2,2,,,,,,,,,,,
96,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,2,2,,3,3,Yes,Yes,Yes,Yes,Independent,45-54,White,Man
89,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,2,2,The headline isn't clear ððð did the Superintendent or the nurse cause the accident? Or did the nurse get in an accident and then assault the superintendent in two separate events?,,,,,,,,,,
89,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Driver,,3,3,'Again,,,,,,,,,,
89,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,1,1,Seems like all of these headlines might be unclear...I'm presuming the husband cheated,,,,,,,,,,
89,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
89,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Cop,,,It's likely the teacher,2,2,I honestly can't tell from this headline.,,,,,,,,,,
89,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,1,1,,,,,,,,,,,
89,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,2,3,'It depends on who started the violent dispute. Was it all the teacher? Did the nurse instigate it?'},,,,,,,,,,
89,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,3,3,"'If ""in controversial incident"" weren\'t in there",,,,,,,,,,
89,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,4,,,,,,,,,,,
89,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,1,1,,,,,,,,,,,
89,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,1,1,,,,,,,,,,,
89,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
89,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,4,4,,,,,,,,,,,
89,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,0,0,,,,,,,,,,,
89,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,3,3,I'd prefer to know more of the story ððð like how the police officer was acting ððð before deciding whether the man is completely to blame.,,,,,,,,,,
89,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,,5,1,No,No,No,No,Democratic,35-44,White,Woman
131,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,0,0,,,,,,,,,,,
131,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,2,2,,,,,,,,,,,
131,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
131,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,4,4,,,,,,,,,,,
131,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,0,0,,,,,,,,,,,
131,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,4,4,,,,,,,,,,,
131,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
131,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Cop,,Teacher,,2,3,,,,,,,,,,,
131,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,2,1,,,,,,,,,,,
131,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,2,3,,,,,,,,,,,
131,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,2,4,,,,,,,,,,,
131,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,3,3,,,,,,,,,,,
