WorkerID,Type,Agent,Grammar,Stimulus,StimulusNum,Harm,Other Harm,Harmer,Other Harmer,Blame,responsible,other,police stop,conservative,police trust,police honest,police listen,police rights,political party,age,race,gender
19,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,3,3,,,,,,,,,,,
19,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,1,1,,,,,,,,,,,
19,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,0,0,,,,,,,,,,,
19,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,1,1,,,,,,,,,,,
19,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,2,2,,,,,,,,,,,
19,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,1,1,,,,,,,,,,,
19,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
19,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
19,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,2,2,I don't know but I always assume the police are at least partially at fault because they're so prone to illegal behavior and violence,,,,,,,,,,
19,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,2,2,,5,1,No,No,No,No,Democratic,45-54,White,Man
37,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,3,3,,,,,,,,,,,
37,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,1,2,Hard to say who's responsible for the harmful event because it isn't clear if the bouncer is responsible or was just caught in the crossfire.,,,,,,,,,,
37,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,2,2,,,,,,,,,,,
37,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,2,2,,,,,,,,,,,
37,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
37,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,4,2,,,,,,,,,,,
37,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Teacher,,Cop,,2,2,,,,,,,,,,,
37,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,2,2,,,,,,,,,,,
37,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,2,2,,,,,,,,,,,
37,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,2,,,,,,,,,,,
37,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,0,2,,,,,,,,,,,
37,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,4,2,,,,,,,,,,,
37,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,2,,,,,,,,,,,
37,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,2,2,,,,,,,,,,,
37,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,4,2,,,,,,,,,,,
37,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,4,2,,3,3,No,No,No,No,Democratic,25-34,Hispanic,Man
91,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,,Fishermen'},3,3,,,,,,,,,,,
91,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,2,2,,,,,,,,,,,
91,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
91,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,3,4,,,,,,,,,,,
91,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,1,1,,,,,,,,,,,
91,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,3,3,,,,,,,,,,,
91,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,3,3,,,,,,,,,,,
91,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,2,1,,,,,,,,,,,
91,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
91,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,1,1,,,,,,,,,,,
91,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
91,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,,,,,,,,,,,
91,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,3,3,,,,,,,,,,,
91,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,1,1,,,,,,,,,,,
91,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
91,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,2,1,,3,3,Yes,Yes,No,Yes,Democratic,25-34,White,Man
92,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,3,2,,,,,,,,,,,
92,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,4,,,,,,,,,,,
92,Target,police chief,Non-Agentive,Fisherman killed in New Years Day shooting incident with police chief,12,Fisherman,,,I think it sounded like another person. Perhaps a criminal that the chief was fighting with. '},2,2,,,,,,,,,,,
92,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,3,3,,,,,,,,,,,
92,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,2,2,,,,,,,,,,,
92,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,1,,,,,,,,,,,
92,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,1,1,,,,,,,,,,,
92,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,2,2,,,,,,,,,,,
92,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,,,,,,,,,,,
92,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,1,1,,,,,,,,,,,
92,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,2,2,,,,,,,,,,,
92,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Father,,4,4,,,,,,,,,,,
92,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,2,2,,,,,,,,,,,
92,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Teacher,,Cop,,2,2,,,,,,,,,,,
92,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,2,2,,,,,,,,,,,
92,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,2,2,,3,4,No,No,No,No,Independent,25-34,White,Woman
135,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,1,1,,,,,,,,,,,
135,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,2,2,,,,,,,,,,,
135,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,3,3,,,,,,,,,,,
135,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,1,1,,,,,,,,,,,
135,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,1,1,,,,,,,,,,,
135,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
135,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,1,1,,,,,,,,,,,
135,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,,,,,,,,,,,
135,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,2,2,,,,,,,,,,,
135,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
135,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,1,1,,,,,,,,,,,
135,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,1,1,,,,,,,,,,,
135,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,Student,,3,3,,,,,,,,,,,
135,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,3,3,,,,,,,,,,,
135,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,4,4,,,,,,,,,,,
135,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Father,,2,2,,3,1,No,No,No,No,Libertarian,25-34,White,Woman
105,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,3,3,,,,,,,,,,,
105,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,3,0,,,,,,,,,,,
105,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,4,4,,,,,,,,,,,
105,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,2,1,There is no background information on the event so there is no way to know if the bouncer caused the situation and made himself responsible for the event. The trooper may have unintentionally thought the bouncer was the suspect. Don't know the background.,,,,,,,,,,
105,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,,Some other vehicle car driver'},2,2,'We need more background information on the event to assign blame and responsibility.'},,,,,,,,,,
105,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,1,1,'We have no background information on why the officer shot into the crowd. We need more background information on what caused the officers to shoot to begin with.'},,,,,,,,,,
105,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,1,'Although blamed for the event,,,,,,,,,,
105,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,,We can only speculate who the harmer was.'},2,2,We don't have enough information to assign blame or responsibility in this event. There may have been a third party involved.,,,,,,,,,,
105,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,,,,,,,,,,,
105,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,,Unsure'},2,2,'We can only speculate who did the actual killing of the police chief.'},,,,,,,,,,
105,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,1,1,,,,,,,,,,,
105,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
105,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,'The assumption is that the waiter said the restaurant owner on fire.'},,,,,,,,,,
105,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Mom,,,Unknown driver'},2,2,,,,,,,,,,,
105,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,1,1,'The assumption is that the cops caused the harm. Only the video footage will make this assumption certain.'},,,,,,,,,,
105,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,,Spectators and other stander-bys.'},2,2,,3,3,Yes,Yes,Yes,Yes,Democratic,45-54,White,Man
36,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Teacher,,Cop,,0,0,'The teacher maybe could have acted differently. But only the cop had the gun.'},,,,,,,,,,
36,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
36,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,2,2,,,,,,,,,,,
36,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,3,3,,,,,,,,,,,
36,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,,,,,,,,,,,
36,Target,cops,Agentive,Cops shoot protesters during Friday confrontation; dash cam footage to be released early next week,28,Protesters,,Cops,,1,1,,,,,,,,,,,
36,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
36,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Father,,2,2,,,,,,,,,,,
36,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
36,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,1,2,,,,,,,,,,,
36,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,0,0,,,,,,,,,,,
36,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Waiter,,,I think both were at fault of harming the owner and the waiter and the resturant.'},2,2,I have a hard time believing the waiter set the owner on fire when he's the owner's employee. the working conditions must not have been good.,,,,,,,,,,
36,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,,,,,,,,,,,
36,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,0,0,,,,,,,,,,,
36,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,3,3,,,,,,,,,,,
36,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,3,3,,5,1,No,No,No,No,Democratic,35-44,Asian / Pacific Islander,Woman
88,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,2,2,'It is almost impossible to assign blame just by a headline,,,,,,,,,,
88,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,0,0,'I would not have preferred a different response'},,,,,,,,,,
88,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,3,3,'I would just focus on Cop shot by teacher after fight.'},,,,,,,,,,
88,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,2,2,'I am fine with this '},,,,,,,,,,
88,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Wife,,0,0,'Husband stabs wife 36 times,,,,,,,,,,
88,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Driver,,4,4,'I would leave this'},,,,,,,,,,
88,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,3,3,'Security guard shot and killed by student'},,,,,,,,,,
88,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
88,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,'This has too many words,,,,,,,,,,
88,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,3,3,'Dash cam footage of police shooting by protesters to be released next week'},,,,,,,,,,
88,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
88,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Teacher,,Nurse,,1,1,,,,,,,,,,,
88,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,3,3,'I would not change this'},,,,,,,,,,
88,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,1,1,,,,,,,,,,,
88,Target,police officer,Agentive,Jacksonville police officer fatally shoots man during confrontation,26,Man,,Police officer,,1,1,'Impossible to place blame with out more information'},,,,,,,,,,
88,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,'This is confusing,5,1,Yes,Yes,Yes,Yes,Democratic,65+,White,Woman
51,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,2,1,,,,,,,,,,,
51,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
51,Target,club bouncer,Non-Agentive,State trooper killed during shootout with club bouncer outside popular bar,47,State trooper,,Club bouncer,,3,4,,,,,,,,,,,
51,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,,,,,,,,,,,
51,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,2,3,,,,,,,,,,,
51,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,Student,,3,4,,,,,,,,,,,
51,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,2,1,,,,,,,,,,,
51,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,3,3,,,,,,,,,,,
51,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,1,0,,,,,,,,,,,
51,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
51,Target,police chief,Non-Agentive,Fisherman killed in New Years Day shooting incident with police chief,12,Fisherman,,Police chief,,1,0,,,,,,,,,,,
51,Target,sheriff,Agentive,Video footage shows county sheriff shooting teen after confrontation; sparks outrage,17,Teen,,Sheriff,,0,0,,,,,,,,,,,
51,Target,police officer,Non-Agentive,Jacksonville man fatally shot during confrontation with police officer,8,Man,,Police officer,,2,0,,,,,,,,,,,
51,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,1,2,,,,,,,,,,,
51,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,4,,,,,,,,,,,
51,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,4,4,,5,1,No,No,No,No,Democratic,25-34,American Indian or Alaskan Native,Woman
123,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
123,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,0,0,,,,,,,,,,,
123,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,4,4,,,,,,,,,,,
123,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,,,,,,,,,,,
123,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,,It's unclear from the headline.,0,0,,,,,,,,,,,
123,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,1,1,,,,,,,,,,,
123,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,1,1,,,,,,,,,,,
123,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,1,1,,,,,,,,,,,
123,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,3,3,,,,,,,,,,,
123,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,1,1,,,,,,,,,,,
123,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,1,1,,,,,,,,,,,
123,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,0,0,,,,,,,,,,,
123,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
123,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,0,0,,,,,,,,,,,
123,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
123,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,1,1,,5,1,No,No,No,No,Independent,25-34,White,Non-binary/Non-conforming
18,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,'I would only assign blame to the vandal based on the headline. However,,,,,,,,,,
18,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,'Based on the headline,,,,,,,,,,
18,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,3,3,'Based on the headline,,,,,,,,,,
18,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,3,3,'It seems from headline that blame is with the fisherman. Perhaps with more information,,,,,,,,,,
18,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,I would like to see more information. Perhaps his child was killed,,,,,,,,,,
18,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,1,1,'It seems the nurse is to blame,,,,,,,,,,
18,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,'Given the victim was stabbed by the husband 36 times,,,,,,,,,,
18,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,3,3,'It seems from the headline that the teen is completely to blame,,,,,,,,,,
18,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,'I assume from headline waiter is to blame,,,,,,,,,,
18,Target,cop,Non-Agentive,Criminal probe focuses on school where teacher was shot after fight with cop,41,Teacher,,Cop,,0,0,'From headline,,,,,,,,,,
18,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,0,0,'It seems the security guard is to blame.'},,,,,,,,,,
18,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,1,1,'From headline,,,,,,,,,,
18,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,1,1,'Headline says patient beats doctor,,,,,,,,,,
18,Target,police officer,Agentive,Jacksonville police officer fatally shoots man during confrontation,26,Man,,Police officer,,0,0,'The police officer seems to blame based on headline.'},,,,,,,,,,
18,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,Protesters,,3,3,'I cannot tell for sure from headline,,,,,,,,,,
18,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,'The blame seems to completely lie with the mom based on headline.'},5,1,No,No,No,No,Democratic,45-54,White,Woman
107,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,4,,,,,,,,,,,
107,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,0,0,,,,,,,,,,,
107,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,,,,,,,,,,
107,Target,security guard,Non-Agentive,Student shot and killed in controversial incident with campus security guard,44,Student,,Security guard,,0,0,,,,,,,,,,,
107,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Protesters,,Cops,,0,0,,,,,,,,,,,
107,Target,man,Non-Agentive,Jacksonville police officer fatally shot during confrontation with man,18,Police officer,,Man,,0,0,,,,,,,,,,,
107,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,4,4,,,,,,,,,,,
107,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
107,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,2,2,,,,,,,,,,,
107,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,0,0,,,,,,,,,,,
107,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,4,4,,,,,,,,,,,
107,Target,teen,Non-Agentive,Video footage shows county sheriff shot after confrontation with teen; sparks outrage,45,Sheriff,,Teen,,4,4,,,,,,,,,,,
107,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
107,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,2,2,,,,,,,,,,,
107,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,1,1,,,,,,,,,,,
107,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,2,4,Yes,Yes,Yes,Yes,Republican,55-64,White,Man
44,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,,,,,,,,,,,
44,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,3,3,,,,,,,,,,,
44,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Cop,,Teacher,,3,3,,,,,,,,,,,
44,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,2,3,,,,,,,,,,,
